REG ANS;DATA;IED;Fatur;EVA;EBITDATRAD;RSV;ROA;ROE;MEBITDA;PMRE;PMPE;Ciclo;Imob;PCT;CE;LC;LG;ISTR;IDC;IDA;TAM;HHI;CR4;CR8;CR12;CRn;Benefassist;Benefexcl;Beneftot;TKM;CMg;Lerner;Reclam;Ireclam;Segmentacao;Modalidade;Estado;FEA
416525;01/10/2016;0;11561679,73;478716,95;1192421,12;0,17;0,2;0,41;0,13;14,01;40,48;-26,47;0,11;1,08;1;1,71;1,71;0,43;0,47;0,5;15,38;0,33;0,7;0,12;0,04;0,15;0;98653,25;98653,25;8,51;3,12;0,63;12;1,22;MÉDICO-HOSPITALAR;Odontologia de Grupo;RJ;0
416568;01/10/2016;0;116216240,7;852528,48;4856699,39;1,06;0,23;0,33;0,08;27,27;16,82;10,45;0,02;0,42;0,91;3,13;3,3;0,93;0;0,09;17,47;0,07;0,44;0,13;0,08;0,35;43802,5;32674;76476,5;126,64;-139,73;;3;0,39;MÉDICO-HOSPITALAR;Autogestão;MG;0
416576;01/10/2016;0;30466339,15;-430636,3;648034,29;0,25;0,11;0,22;0,05;15,5;18,8;-3,29;0,08;0,92;0,99;1,82;1,91;0,84;0,02;0,11;16,23;0,03;0,26;0,12;0,07;0,54;8364,5;0;8364,5;303,21;40,62;0,87;2;2,39;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PI;0
416584;01/10/2016;0;14461245,31;-2463465,27;-1965012,67;1,65;-0,24;-0,58;-0,09;8,28;35,57;-27,29;0;1,39;0,93;1,75;1,72;1,06;0;0,06;15,58;0,07;0,44;0,13;0,08;0,35;18464,75;0;18464,75;65,27;110,68;;0;0;MÉDICO-HOSPITALAR;Autogestão;PR;0
416592;01/10/2016;0;0;46824,33;199511,01;0;0,24;0,27;0;0;0;0;0,8;0,15;1;1,52;1,52;0;0;0;12,81;0,33;0,7;0,12;0,04;0,15;0;19,75;19,75;0;0;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;BA;0
416614;01/10/2016;0;417453,14;-196570,18;-203000,68;-0,8;-1,05;-2,59;-0,5;40,59;144,7;-104,11;0,02;1,47;1;1,65;1,65;0,34;0;1,1;12,19;0,33;0,7;0,12;0,04;0,15;0;2551,25;2551,25;12,9;18,98;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;ES;0
416631;01/10/2016;0;563861,95;-1207916,18;-130280,08;0,2;0,14;0,17;0,62;0;0;0;0,09;0,2;0,91;5,95;5,51;;0;3,04;13,87;0,33;0,7;0,12;0,04;0,15;;;;;;;4;;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
416657;01/10/2016;0;4481558,76;863933,2;1263291,24;0,66;0,45;0,56;0,34;32,56;18,07;14,49;0,01;0,23;1;5,36;5,36;0,52;0;0,2;14,96;0,07;0,44;0,13;0,08;0,35;398,25;0;398,25;937,76;2924,69;;0;0;MÉDICO-HOSPITALAR;Autogestão;MG;0
416665;01/10/2016;0;644461,24;-11085,66;69825,18;-0,09;-0,07;-0,67;0,12;30,23;28,65;1,58;0,22;8,63;0,5;1,73;0,87;0,6;0;0,35;12,62;0,33;0,7;0,12;0,04;0,15;0;6879,5;6879,5;7,42;5,05;0,32;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SC;0
416673;01/10/2016;0;670921,02;-333723,12;-220141,45;-0,52;-0,2;-7,06;-0,36;289,68;20,08;269,6;0,55;34,26;0,59;0,77;0,46;0,05;0,05;1,21;14,25;0,33;0,7;0,12;0,04;0,15;0;1087,75;1087,75;47,41;-62,12;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PR;0
416690;01/10/2016;0;36910959,25;-3969182,83;2653308,53;1;0,14;0,17;0,23;37,99;35,54;2,45;0,01;0,17;0,99;6,75;6,72;0,8;0;0,12;17,78;0,07;0,44;0,13;0,08;0,35;7063,25;0;7063,25;435,48;-1006,49;;0;0;MÉDICO-HOSPITALAR;Autogestão;MG;0
416711;01/10/2016;0;5040901,4;-1049230,21;-1034404,75;-0,57;-0,59;6,92;-0,2;33,49;124,9;-91,41;0,21;;1;0,72;0,72;0,63;0;0,4;14,35;0,13;0,53;0,12;0,07;0,28;3773;0;3773;104,95;56,38;0,46;5;13,25;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
416738;01/10/2016;0;30555293,14;1385499,91;4858726,04;0,56;0,23;0,36;0,21;13,74;51,05;-37,3;0,42;0,58;1;1,59;1,59;0,74;0,01;0,15;16,79;0,13;0,53;0,12;0,07;0,28;15580,5;0;15580,5;159,97;15,76;0,9;1;0,64;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
416771;01/10/2016;1;133274716,6;26195554,16;48504069,38;0,26;0,62;3,49;0,43;52,39;0;0;0,03;4,62;0,87;1,15;1,17;0;0;0,49;17,79;0,36;0,76;0,08;0,04;0,12;;;;;;;488;;MÉDICO-HOSPITALAR;Administradora de Benefícios;GO;1
416789;01/10/2016;0;3018228,69;58320,24;932770,2;0,22;0,18;1,56;0,54;91,93;0;0;0,02;7,53;0,68;1,62;1,11;0;0;0,44;14,99;0,36;0,76;0,08;0,04;0,12;;;;;;;2;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
416797;01/10/2016;0;985786,67;327402,82;718149,76;0,45;0,1;0,82;0,78;60,13;0;60,13;0,03;6,86;0,36;1,58;1,11;0,11;0;0,57;15,07;0,33;0,7;0,12;0,04;0,15;0;3965,5;3965,5;19,24;-10,52;;1;2,52;MÉDICO-HOSPITALAR;Odontologia de Grupo;RS;0
416801;01/10/2016;0;61410659,31;-12668724,86;-3126532,72;-0,29;-0,24;-0,42;-0,01;15,59;25,61;-10,02;0,3;0,71;0,99;1,39;1,69;0,55;0,17;0,4;17,25;0,33;0,7;0,12;0,04;0,15;0;271273,25;271273,25;18,04;14,27;0,21;60;2,21;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;1
416835;01/10/2016;0;207559,24;206970,49;254660,35;1,17;1,55;2,19;1,36;0;0;0;0,02;0,41;1;3,38;3,38;0,08;0;1,71;11,78;0,33;0,7;0,12;0,04;0,15;0;982,25;982,25;15,91;1,52;0,9;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
416908;01/10/2016;0;1714341,06;17097,76;122716,64;0,11;0,19;0,34;0,11;19,87;58,65;-38,79;0,05;0,82;1;1,52;2,11;0,47;0,01;0,45;13,15;0,33;0,7;0,12;0,04;0,15;0;5804,75;5804,75;22,79;30,06;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PE;0
416932;01/10/2016;0;5951122,54;492438,27;1269666,45;0,2;0,55;0,7;0,31;6,01;0;0;0,04;0,26;0,64;6,97;4,66;0;0,17;0,49;14,46;0,36;0,76;0,08;0,04;0,12;;;;;;;7;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
416959;01/10/2016;0;917092,12;-116418,53;-45050,62;-0,27;-0,11;0,92;-0,05;38,43;86,22;-47,79;0,79;;1;0,19;0,19;0,49;0;0,6;13,86;0,33;0,7;0,12;0,04;0,15;0;3577;3577;20,37;-9,32;;1;2,8;MÉDICO-HOSPITALAR;Odontologia de Grupo;GO;0
416967;01/10/2016;0;176876028,5;-697915,66;1626500,01;0,32;0,1;0,26;0,02;27,65;39,76;-12,11;0,04;1,53;1;1,53;1,59;0,94;0;0,07;17,27;0,07;0,44;0,13;0,08;0,35;45752,5;0;45752,5;322,16;55,42;0,83;24;5,25;MÉDICO-HOSPITALAR;Autogestão;SP;0
417009;01/10/2016;0;243789,86;-49583,79;1171,73;0,07;0,04;0,04;0,14;1,39;0;1,39;0,04;0,01;1;66,84;66,84;0,51;0;0,49;12,28;0,33;0,7;0,12;0,04;0,15;0;88,5;88,5;217,9;205,73;0,06;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;MG;0
417068;01/10/2016;0;290961,29;16373,97;80085,74;0,16;0,18;0,3;0,35;0;0;0;0,32;0,65;1;1,74;1,74;0;0;0,61;12,34;0,33;0,7;0,12;0,04;0,15;0;294;294;75,99;0;1;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PE;0
417092;01/10/2016;0;31869162,5;2692950,69;5385429,66;0,78;0,29;0,33;0,21;0,03;1,5;-1,47;0,1;0,12;0,95;8,54;8,18;0,74;0,07;0,31;16,91;0,03;0,26;0,12;0,07;0,54;1703,75;0;1703,75;1527,48;5898,18;;4;23,48;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PB;0
417106;01/10/2016;0;6518783,34;229911,26;727424,07;0,1;0,15;0,27;0,12;81,62;0;81,62;0,17;0,83;0,5;3,65;1,84;0,38;0,16;0,36;14,73;0,33;0,7;0,12;0,04;0,15;0;37094,5;37094,5;14,01;38,8;;3;0,81;MÉDICO-HOSPITALAR;Odontologia de Grupo;BA;0
417114;01/10/2016;0;1247730,98;-121568,39;18551,05;-0,09;-0,21;-0,23;0,02;12,56;0;12,56;0,89;0,09;0,95;1,46;1,39;0,24;0,32;0,47;12,9;0,33;0,7;0,12;0,04;0,15;0;12878,5;12878,5;7,72;3,02;0,61;1;0,78;MÉDICO-HOSPITALAR;Odontologia de Grupo;BA;0
417122;01/10/2016;0;3186824,4;306482,61;717047,44;0,16;0,32;4,51;0,29;59,98;0;0;0,01;13;1;1;1,06;0;0;0,51;14,19;0,36;0,76;0,08;0,04;0,12;;;;;;;15;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417131;01/10/2016;0;1772369,79;53096,22;191305,5;0,15;0,27;0,3;0,14;6,42;0;6,42;0,1;0,08;1;11,73;11,73;0,4;0,11;0,39;13,21;0,33;0,7;0,12;0,04;0,15;0;14423,5;14423,5;9,78;-1,68;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;BA;0
417149;01/10/2016;0;0;-2423,78;1455,13;0;0,05;0,24;0;0;0;0;0;4,28;1;1,23;1,23;0;0;0;10,82;0,33;0,7;0,12;0,04;0,15;0;152;152;0;0;;1;65,79;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417165;01/10/2016;0;931959,55;-27687,85;135100,59;0,18;0,12;0,29;0,28;7,94;0;0;0;1,41;1;1,71;1,71;0;0;0,8;14,04;0,36;0,76;0,08;0,04;0,12;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417173;01/10/2016;1;1024661693;179660854,9;418085909,1;0,35;0,26;0,76;0,54;20,79;0;0;0,49;1,89;0,55;1,04;0,78;0;0;0,29;20,96;0,36;0,76;0,08;0,04;0,12;;;;;;;3253;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;1
417181;01/10/2016;0;13034532,7;-248047,39;175650,23;0,08;0,08;0,25;0,05;17,24;33,5;-16,26;0,07;2,03;0,9;1,54;1,39;0,62;0,06;0,28;15,37;0,33;0,7;0,12;0,04;0,15;0;56424,25;56424,25;18,41;10,35;0,44;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RO;0
417203;01/10/2016;0;2009,8;-38370,69;-37290,45;-20,27;-5,38;-7,42;-20,06;19,93;0;0;0;0,38;1;1,32;3,65;0;0;21,3;8,85;0,33;0,7;0,12;0,04;0,15;0;179;179;0,86;4,61;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417211;01/10/2016;0;27024653,71;-4953239,04;-324184,67;1,23;0,09;0,1;0,13;30,1;31,7;-1,6;0,02;0,07;1;14,24;14,24;0,9;0;0,11;17,39;0,07;0,44;0,13;0,08;0,35;4625;0;4625;486,93;1836,73;;0;0;MÉDICO-HOSPITALAR;Autogestão;MG;0
417220;01/10/2016;0;8792607,86;72927,84;472635,83;2,72;0,55;1,11;0,31;18,98;14,23;4,75;0,42;1,01;1;1,16;1,16;0,89;0;0,04;15,38;0,33;0,7;0,12;0,04;0,15;0;71417,25;71417,25;10,26;-21,73;;2;0,28;MÉDICO-HOSPITALAR;Odontologia de Grupo;MG;0
417262;01/10/2016;0;5611048,99;-2682737,57;-3809250,03;-0,93;-0,45;2,44;-0,59;172,55;0;0;0,01;;0,83;1,01;0,84;0;0,91;0,47;16,14;0,36;0,76;0,08;0,04;0,12;;;;;;;10;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RN;0
417289;01/10/2016;0;93125343,41;-32805266,57;-27588551,19;-0,37;-0,61;-20,77;-0,29;42,41;0;0;0,25;32,83;0,66;1,18;0,77;0;0,23;0,9;17,75;0,36;0,76;0,08;0,04;0,12;;;;;;;1606;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417297;01/10/2016;0;49106191,76;-9091949,91;-2429417,14;-0,62;-0,03;-0,09;0,09;35,53;0,58;34,94;0,01;1,87;0,25;2,74;1,51;0,95;0;0,09;17,68;0,07;0,44;0,13;0,08;0,35;8587;1519;10106;404,93;59,68;0,85;5;4,95;MÉDICO-HOSPITALAR;Autogestão;SC;0
417301;01/10/2016;0;6712533,9;313721,01;1927319,77;0,27;0,19;0,35;0,45;26,5;0;0;0,04;0,79;1;1,44;2,18;0;0,06;0,6;15,91;0,36;0,76;0,08;0,04;0,12;;;;;;;4;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
417319;01/10/2016;0;1657303,52;79630,01;257117,88;0,2;0,18;0,43;0,26;131,69;0;0;0,01;1,42;0,9;1,88;1,69;0;0;0,83;14,33;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417343;01/10/2016;0;484176,66;33270,55;100723,94;0,18;0,1;0,19;0,25;;;;0;0,99;1;2;2;0;0;0,7;13,72;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417416;01/10/2016;0;518,58;-110721,69;-81592,05;;-0,36;-0,36;;0;0;0;0;0,01;1;;;0;0;;12,23;0,36;0,76;0,08;0,04;0,12;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417424;01/10/2016;0;23685863,38;-2633328,91;-971449,67;0;0;0,18;0,08;61,89;0;0;0,01;68,46;1;1,01;1;0;0,01;0,82;17;0,36;0,76;0,08;0,04;0,12;;;;;;;62;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417441;01/10/2016;0;2024195,78;-16789,57;129658,88;0,07;0,07;0,42;0,12;12,92;0;0;0,02;4,66;1;0,8;1,19;0;0;0,95;14,43;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;AP;0
417459;01/10/2016;0;12495310,97;-8162789,29;-5632479,5;-0,77;-0,76;-2,32;-0,47;129,19;0;0;0,12;2,06;0,86;1,51;1,31;0;0,01;0,62;16,28;0,36;0,76;0,08;0,04;0,12;;;;;;;272;;MÉDICO-HOSPITALAR;Administradora de Benefícios;DF;0
417467;01/10/2016;0;1;-4478,48;0;0;0;0;0;0;0;0;0;0;1;;;0;0;1;10,46;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417475;01/10/2016;0;893570,05;180213,21;734964,06;1,07;0,15;0,25;0,88;2,64;71,71;-69,07;0,61;0,72;0,28;2,76;0,94;0,5;0;;14,99;0,13;0,53;0,12;0,07;0,28;58;0;58;1252,19;;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
417491;01/10/2016;0;120450506,2;-26623819,54;-21662386,69;11,28;-0,41;-0,95;-0,14;12,38;25,93;-13,54;0;1,32;1;1,75;1,75;1,01;0,08;0,09;17,63;0,13;0,53;0,12;0,07;0,28;47286;0;47286;206,61;2332,2;;55;11,63;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
417505;01/10/2016;0;317664198,3;-3609687,93;23020291,75;0,78;0,17;0,23;0,14;38,31;13,82;24,49;0,05;0,36;0,76;4,55;3,6;0,84;0;0,1;19,26;0,07;0,44;0,13;0,08;0,35;60899,75;0;60899,75;434,68;607,05;;27;4,43;MÉDICO-HOSPITALAR;Autogestão;MG;0
417530;01/10/2016;0;173171649,7;353167,53;13759354,62;0,14;0,15;0,46;0,1;13,41;34,67;-21,26;0,28;2,16;0,67;1,39;1,05;0,69;0,05;0,11;17,76;0,13;0,53;0,12;0,07;0,28;58883;0;58883;245,08;-5134,9;;133;22,59;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
417548;01/10/2016;0;108722488;-12757066,06;-12883901,12;;-0,65;1,08;-0,11;32,48;46,17;-13,7;0,04;;0,98;0,48;0,6;1;0;0,1;16,77;0,07;0,44;0,13;0,08;0,35;15254,25;0;15254,25;586,65;1674,18;;21;13,77;MÉDICO-HOSPITALAR;Autogestão;RJ;0
417556;01/10/2016;0;60094842,38;27658909,42;40271597,3;0,73;1,86;2,39;0,92;16,86;0;0;0,01;0,28;0,97;4,6;4,47;0;0;0,12;16,88;0,36;0,76;0,08;0,04;0,12;;;;;;;102;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417564;01/10/2016;0;3281542,51;520538,48;1300317,13;0,35;0,27;0,51;0,52;210,91;0;0;0,02;0,89;1;2,08;2,08;0;0,12;0,33;15,17;0,36;0,76;0,08;0,04;0,12;;;;;;;5;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417581;01/10/2016;0;317989,86;-328858,71;-297217,14;-0,78;-1,71;-2,33;-0,7;41,49;0;0;0,02;0,37;0,99;3,66;3,63;0;0,15;1,66;11,89;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
417599;01/10/2016;0;88588722,11;-2440145,27;31035969,19;3,89;0,06;0,11;0,36;37,77;49,3;-11,53;0,88;0,85;0,44;0,57;0,27;0,96;0,03;0,23;19,4;0,13;0,53;0,12;0,07;0,28;29194;34340,5;63534,5;116,2;425,93;;14;2,2;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
417602;01/10/2016;0;8322753,56;4219718,03;5949111,26;0,65;0,87;1;0,8;14,08;0;0;0;0,15;0,33;7,18;7,7;0;0;0,07;15,58;0,36;0,76;0,08;0,04;0,12;;;;;;;28;;MÉDICO-HOSPITALAR;Administradora de Benefícios;DF;0
417611;01/10/2016;1;0;-62793,62;-56295,36;0;-1,22;-1,26;0;0;0;0;0;0,03;1;30,56;30,56;0;0;0;10,73;0,36;0,76;0,08;0,04;0,12;;;;;;;3;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417637;01/10/2016;0;6007452,31;3153139,2;3695713,58;0,61;0,55;0,99;0,62;172,55;0;0;0;0,8;1;2,25;2,25;0;0;0,36;15,72;0,36;0,76;0,08;0,04;0,12;;;;;;;86;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417645;01/10/2016;0;13645637,15;-177540,05;793013,34;0,03;0,19;0,79;0,1;8,27;0;0;0,21;3,09;0,99;1,02;1,04;0;0,4;0,37;14,57;0,36;0,76;0,08;0,04;0,12;;;;;;;63;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417661;01/10/2016;0;38810379,46;-1226129,43;587643,47;0,5;0,11;0,15;0,05;32,67;40,56;-7,89;0,02;0,41;0,97;3,46;3,37;0,91;0;0,1;16,63;0,07;0,44;0,13;0,08;0,35;4482,5;0;4482,5;721,52;-5241,55;;1;2,23;MÉDICO-HOSPITALAR;Autogestão;PE;0
417696;01/10/2016;0;498940,42;-37628,49;76872,89;0,12;0,08;0,23;0,31;238,49;0;0;0,17;1,71;1;1,31;1,31;0;0;0,68;13,41;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417700;01/10/2016;0;147107,47;116230,27;133991,2;1,04;1,29;1,95;0,99;35,97;0;35,97;0,18;0,52;1;2,41;2,41;0,14;0;1,12;11,48;0,33;0,7;0,12;0,04;0,15;0;425,75;425,75;27,01;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RS;0
417718;01/10/2016;0;76949881,42;20256944,55;31536324,81;0,37;0,84;1,94;0,51;4,4;0;0;0,03;1,3;1;1,49;1,72;0;0,29;0,19;17,25;0,36;0,76;0,08;0,04;0,12;;;;;;;30;;MÉDICO-HOSPITALAR;Administradora de Benefícios;ES;0
417734;01/10/2016;0;0;-5118,26;0;0;0;0;0;0;3,6;0;0;0;1;;;0;0;0;10,6;0,36;0,76;0,08;0,04;0,12;;;;;;;3;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417742;01/10/2016;0;0;-5118,26;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,6;0,36;0,76;0,08;0,04;0,12;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417751;01/10/2016;0;456446,43;8693,65;119083,32;0,15;0,11;0,22;0,33;139,88;0;0;0,12;1;0,38;2,99;1,77;0;0,06;0,7;13,24;0,36;0,76;0,08;0,04;0,12;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417769;01/10/2016;0;1536571,75;-598981,02;-354059,29;-0,36;-0,41;-5,56;-0,16;0;0;0;0,17;12,46;0,88;1,01;0,89;0;0,13;1,13;14,08;0,36;0,76;0,08;0,04;0,12;;;;;;;10;;MÉDICO-HOSPITALAR;Administradora de Benefícios;BA;0
417777;01/10/2016;0;16982991,39;-1745061,16;-647086,12;-0,11;-0,07;1,87;-0,04;;;;0,01;;0,99;0,93;0,95;0;0;0,93;16,93;0,36;0,76;0,08;0,04;0,12;;;;;;;137;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417785;01/10/2016;0;787366,08;338340,09;533781,39;0,52;0,29;0,72;0,73;102,49;0;0;0;1,46;1;1,68;1,68;0;0;0,38;14,16;0,36;0,76;0,08;0,04;0,12;;;;;;;4;;MÉDICO-HOSPITALAR;Administradora de Benefícios;PR;0
417807;01/10/2016;0;0;-53271,38;-52798,07;0;;14,26;0;0;0;0;0;;1;0,07;0,07;0;0;0;5,7;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417815;01/10/2016;1;114104965,4;2297324,81;19986529,66;0,38;0,18;0,26;0,25;7,88;14,18;-6,3;0,3;0,47;0,98;2,02;2,19;0,56;0,11;0,11;18,44;0,33;0,7;0,12;0,04;0,15;0;549644,5;549644,5;16,61;9,77;0,41;53;0,96;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;1
417823;01/10/2016;0;13381996,37;330391,25;1115027,03;0,13;0,19;0,3;0,11;114,03;27,1;86,93;0,03;0,56;1;2,72;2,72;0,4;0,12;0,37;15,46;0,13;0,53;0,12;0,07;0,28;26874,5;809,75;27684,25;39,61;14,63;0,63;18;6,5;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
417831;01/10/2016;0;1534283,73;200877,7;426438,58;0,27;0,49;0,71;0,29;19,9;32,4;-12,5;0,6;0,45;0,98;1,33;1,3;0,4;0;0,26;13,06;0,33;0,7;0,12;0,04;0,15;0;6586;6586;18,33;-6,5;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417840;01/10/2016;0;215183,02;9553,42;67295,17;0,83;0,18;0,2;0,39;31,09;53,69;-22,6;0,41;0,09;1;7,26;7,26;0,61;0,01;1,13;12,83;0,04;0,33;0,13;0,1;0,44;0;494;494;34,86;-41,85;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RS;0
417858;01/10/2016;0;1403144,91;-302971,74;-37489,6;-0,14;-0,09;-0,21;-0,02;;;;0,04;1,34;1;1,67;1,68;0;0;1;14,54;0,36;0,76;0,08;0,04;0,12;;;;;;;8;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417874;01/10/2016;0;1756,4;-12887,28;-2930,32;-4,94;-0,19;-0,19;-1,83;48,93;0;0;0,98;0,03;0,5;1,69;0,84;0;0;5,41;10,64;0,33;0,7;0,12;0,04;0,15;0;434;434;0,31;0;1;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417882;01/10/2016;0;205401,97;52597,26;93754,71;0,34;0,17;0,66;0,46;;;;0;2,86;1;1,35;1,35;0;0;0,45;12,91;0,36;0,76;0,08;0,04;0,12;;;;;;;4;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417891;01/10/2016;0;3016315,21;-424305,55;-53954,32;-0,11;-0,14;-0,37;-0,01;218,36;0;0;0,01;1,72;1;1,57;1,57;0;0;1;14,74;0,36;0,76;0,08;0,04;0,12;;;;;;;4;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417904;01/10/2016;0;2751991,32;-74293,28;55509,59;-0,04;-0,2;-1,15;0,02;64,96;0;0;0,02;4,75;1;1,19;1,19;0;0;0,97;13,15;0,36;0,76;0,08;0,04;0,12;;;;;;;7;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
417921;01/10/2016;0;891041,15;359707,84;442296,24;0,39;0,65;7,84;0,5;172,51;0;0;0,08;11,04;1;1;1;0;0;0,51;13,19;0,36;0,76;0,08;0,04;0,12;;;;;;;3;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417947;01/10/2016;0;53375596,62;-304736,82;1443681,53;0,28;0,13;0,25;0,06;29,63;28,53;1,1;0,12;0,9;1;1,86;1,86;0,8;0,01;0,14;16,93;0,13;0,53;0,12;0,07;0,28;24981;0;24981;177;40,27;0,77;24;9,61;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
417955;01/10/2016;0;30210345,21;-1825447,94;2454150,31;0,74;0,13;0,15;0,16;3,59;4,85;-1,26;0,36;0,12;1;6,11;6,11;0,79;0;0,11;17,37;0,07;0,44;0,13;0,08;0,35;4400,25;0;4400,25;572,13;-2158,58;;0;0;MÉDICO-HOSPITALAR;Autogestão;PR;0
417971;01/10/2016;0;4633316,02;597841,49;1373477,56;0,37;0,42;0,73;0,38;2,03;13,75;-11,72;0,01;0,71;0,68;3,48;2,37;0,36;0;0,32;14,72;0,33;0,7;0,12;0,04;0,15;0;31299,25;31299,25;11,7;27,23;;2;0,64;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417998;01/10/2016;0;1063522,94;85647,19;249216,58;0,03;0,09;0,3;0,23;92,61;0;0;0,08;2,45;1;1,3;1,3;0;0,27;0,5;12,64;0,36;0,76;0,08;0,04;0,12;;;;;;;2;;MÉDICO-HOSPITALAR;Administradora de Benefícios;CE;0
418005;01/10/2016;0;1303341,9;534316,98;577323,02;0,43;2,94;3,22;0,45;0;0;0;0;0,1;1;10,49;11,3;0;0;0,55;12,14;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418013;01/10/2016;0;2503762,91;450767,06;-30976,53;-0,06;-0,06;-0,16;0,02;87,44;0;0;0,1;1,45;1;1,53;1,53;0;0;0,69;14,65;0,36;0,76;0,08;0,04;0,12;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;PI;0
418021;01/10/2016;0;243084527,1;1925909,33;9652529,95;0,36;0,17;0,3;0,06;10,78;14,76;-3,97;0,01;0,77;1;1,11;2,28;0,84;0,03;0,07;18,19;0,13;0,53;0,12;0,07;0,28;93881,25;3083,5;96964,75;208,91;141,48;0,32;85;8,77;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
